run,nom_rank,gene,modality,confidence,reason
37,7,TEAD1,inhibit,medium,"Hippo/YAP effector with a validated lipid-pocket palmitoylation inhibitor MoA (clinical-stage) and good selectivity, giving a tractable transcriptional-cofactor target."
37,8,VRK1,inhibit,medium,"Strong, fairly selective GBM dependency and a druggable kinase fold, making it a credible if underexplored small-molecule target."
37,9,CDK7,inhibit,medium,"Transcriptional CDK with genuine covalent inhibitor chemistry and PTEN-loss synthetic lethality, though pan-essentiality demands careful dosing."
37,10,EGLN1,inhibit,low,"PHD2 prolyl-hydroxylase is enzymatically tractable with approved-drug chemistry, offering a hypoxia-axis lever, but tumor dependency is modest."
37,11,KIF18B,inhibit,low,"Mitotic kinesin with excellent window and tumor enrichment plus CDKN2A/B synthetic lethality, plausibly druggable by analogy to the KIF18A chemotype."
37,12,ELAVL1,inhibit,low,"HuR RNA-binding oncogenic hub with GBM enrichment and early-stage small-molecule disruptors of RNA binding, a high-risk but mechanistically interesting target."
37,13,ERCC6L,inhibit,low,PICH DNA translocase with top-tier tumor enrichment/window and strong proliferation dependency; an enzymatic activity offers a plausible inhibitable handle despite no current MoA.
37,14,PTPN11,inhibit,low,"SHP2 sits downstream of GBM RTK signaling and has validated allosteric inhibitors, but weak tumor specificity/window and pan-essentiality make it a guarded pick."
37,15,WWTR1,inhibit,low,"TAZ transcriptional oncogene with CDKN2A/B synthetic lethality is drug-target-relevant, but is best attacked indirectly (e.g., via TEAD) given TME-dominated signal and no direct MoA."
38,1,PDGFRA,inhibit,high,"Validated GBM driver kinase (amplified/mutated in classical GBM) with fully tractable chemistry, approved-drug precedent, top tumor specificity and strong selectivity."
38,2,MET,inhibit,high,"Receptor tyrosine kinase driving GBM invasion and RTK-inhibitor resistance, excellent selectivity/tractability with existing clinical-grade inhibitors."
38,3,CDK2,inhibit,high,"Highly tractable kinase with synthetic-lethal relationship to RB1 loss and strong dependency/tumor-enrichment, actionable with emerging selective CDK2 inhibitors."
38,4,CDK7,inhibit,medium,"Chemically tractable transcriptional CDK with PTEN synthetic-lethality and clinical inhibitors, offering a mechanistically distinct node from RTK-driven programs."
38,5,TEAD1,inhibit,medium,Druggable Hippo-pathway transcription factor with an established palmitate-pocket small-molecule MoA and good selectivity/tractability in a mesenchymal GBM context.
38,6,ITGAV,inhibit,medium,"Fully tractable integrin with anti-adhesion chemistry and strong dependency, though its function is best exploited via antagonism of tumor-ECM signaling."
38,7,KIF18A,inhibit,medium,Mitotic kinesin with genuine emerging small-molecule inhibitor MoA (unlike other KIFs) and very high dependency/tumor-enrichment in chromosomally unstable tumors.
38,8,PTPN11,inhibit,medium,"SHP2 is a validated, allosterically druggable node downstream of GBM RTK signaling with clinical-stage inhibitors despite CNS-window concerns."
38,9,GPX4,inhibit,medium,"Ferroptosis lynchpin with very high GBM dependency and a real covalent-inhibitor MoA, offering a metabolically orthogonal vulnerability."
38,10,FGFR1,inhibit,medium,"Amplified/fused GBM kinase with high tumor specificity and approved inhibitors, though CNS-safety window must be managed."
38,11,VRK1,inhibit,medium,"Serine/threonine kinase with very high, selective dependency and inherent tractability as an enzyme class, an attractive novel node once chemistry is developed."
38,12,EGLN1,inhibit,low,"Druggable prolyl-hydroxylase (PHD2) enzyme with approved-drug chemistry, offering a hypoxia-axis handle in GBM though tumor-selectivity is moderate."
38,13,ELAVL1,inhibit,low,"HuR RNA-binding protein with strong tumor enrichment/specificity and emerging disruptor chemistry, a high-value but less-validated post-transcriptional target."
38,14,WWTR1,inhibit,low,"TAZ effector of the Hippo/mesenchymal program is drugged indirectly via TEAD, making it a mechanistically coherent (if TME-confounded) node."
38,15,CDC25B,inhibit,low,"Cell-cycle phosphatase with existing chemistry and high tumor specificity, plausible for combination with cell-cycle stress despite a narrow window."
39,1,PDGFRA,inhibit,high,"Receptor tyrosine kinase amplified/activated in GBM with perfect tractability, approved-drug precedent, and near-perfect tumor specificity — the most clinically credible target on the list."
39,2,MET,inhibit,high,"Highly selective GBM-relevant RTK driver with approved-drug chemistry, perfect tractability, and good tumor enrichment supporting a clean inhibition strategy."
39,3,CDK2,inhibit,high,"Druggable kinase with strong dependency, top tumor enrichment, decent window, and RB1-context synthetic lethality; low selectivity is the main caveat but chemistry is mature."
39,4,KIF2C,inhibit,medium,"Top composite with excellent tumor enrichment and window plus CDKN2A/B synthetic lethality, but as a kinesin motor it lacks a validated small-molecule MoA, so tractability must be developed."
39,5,KIF18A,inhibit,medium,"Kinesin with very high dependency, top tumor enrichment and excellent window, and unlike most motors it has emerging clinical-stage inhibitors validating druggability."
39,6,TEAD1,inhibit,medium,"Hippo-pathway transcription factor with a genuine lipid-pocket small-molecule MoA (palmitoylation-site binders in clinic) and good selectivity, offering a tractable route into a novel GBM axis."
39,7,CDK7,inhibit,medium,Transcriptional/cell-cycle kinase with mature covalent inhibitor chemistry and PTEN-context synthetic lethality; common-essential status narrows the window but tractability is proven.
39,8,VRK1,inhibit,medium,"Strong, selective dependency kinase increasingly pursued as a paralog-lethal target; druggable kinase fold gives a plausible inhibition path despite no current approved MoA."
39,9,KIF18B,inhibit,medium,"Kinesin with high dependency, near-top tumor enrichment and outstanding window suggesting a wide therapeutic margin if motor-domain chemistry can be developed."
39,10,ELAVL1,inhibit,low,"HuR RNA-binding oncoprotein with strong tumor enrichment/specificity and a plausible small-molecule interface, worth pursuing as a novel post-transcriptional GBM target."
39,11,EGLN1,inhibit,low,"PHD2 prolyl hydroxylase is an enzyme with fully tractable chemistry and approved-drug precedent, offering a differentiated hypoxia-axis modality against GBM."
39,12,CDC25B,inhibit,low,"Cell-cycle phosphatase with high specificity and full nominal tractability, but the very poor therapeutic window and difficulty of selective phosphatase inhibition temper confidence."
39,13,WDR77,inhibit,low,"PRMT5-cofactor scaffold with CDKN2A/B synthetic lethality and high tumor specificity/enrichment; MTAP/methylation-axis biology is druggable, though as a WD40 protein it needs a defined MoA."
39,14,E2F3,inhibit,low,"RB1-synthetic-lethal transcription factor with good selectivity and specificity — mechanistically compelling but currently untractable, flagged as a longer-term chemistry challenge."
39,15,PTK2,inhibit,low,"FAK is a fully tractable kinase with mature inhibitors and CDKN2A/B synthetic lethality, useful despite poor tumor specificity because its role may be adhesion/invasion-directed."
40,1,PDGFRA,inhibit,high,"Validated GBM oncogenic driver (amplified/mutated) with excellent selectivity, tumor specificity, and a fully tractable kinase pocket with approved inhibitors."
40,2,MET,inhibit,high,Bona fide GBM RTK driver in a subset of tumors with top-tier selectivity and tractability and clinically available inhibitors for repurposing.
40,3,CDK2,inhibit,medium,"Strong dependency with RB1-synthetic-lethal rationale and a highly druggable kinase site, though poor selectivity vs pan-essential warrants combination or CDKN2A/CCNE-stratified use."
40,4,CDK7,inhibit,medium,"Druggable transcriptional/cell-cycle kinase with PTEN synthetic-lethality and mature covalent inhibitor chemistry, useful in a stratified GBM setting."
40,5,TEAD1,inhibit,medium,"Hippo/YAP effector with a lipid-binding palmitoylation pocket now proven druggable (clinical TEAD inhibitors), giving a real small-molecule MoA despite the no-MoA flag."
40,6,VRK1,inhibit,medium,"High, relatively selective dependency and an ATP-competitive kinase making it genuinely tractable as a novel target despite the no-inhibitor-MoA label."
40,7,KIF18A,inhibit,medium,"Very high dependency with an emerging clinical-stage motor-domain inhibitor class, offering a real small-molecule route to a mitotic vulnerability."
40,8,EGLN1,inhibit,medium,"Well-validated enzyme (PHD2) with clinically approved small-molecule inhibitors and good selectivity, though the pro-tumor vs anti-tumor directionality of HIF stabilization in GBM needs care."
40,9,ELAVL1,inhibit,low,"Selective, tumor-enriched RNA-binding oncoprotein (HuR) with reasonable tractability and reported small-molecule disruptors of RNA binding."
40,10,GPX4,inhibit,low,"Very high dependency and a ferroptosis node with covalent-inhibitor chemistry, attractive mechanistically but the CNS-safety and window liabilities cap confidence."
40,11,PTK2,inhibit,low,"FAK is a fully tractable kinase with clinical inhibitors and CDKN2A synthetic-lethality, though the near-zero tumor specificity and TME dominance mean it is a stroma/adhesion play at best."
40,12,WDR77,inhibit,low,"PRMT5 cofactor tied to MTAP/CDKN2A-deleted vulnerability, where the actionable node is PRMT5-MTA inhibition rather than WDR77 itself, so treat as a pathway lead."
40,13,CDC25B,inhibit,low,"Druggable phosphatase enzyme with existing chemistry and cell-cycle rationale, though poor therapeutic window and historically hard-to-selectivity chemistry lower confidence."
40,14,KIF2C,inhibit,low,"Top composite from a strong mitotic/kinesin dependency with excellent tumor enrichment and window, retained as a chemical-tractability development target despite lacking a current inhibitor MoA."
40,15,PTPN11,inhibit,low,"SHP2 is a fully tractable allosteric-inhibitor target downstream of GBM RTK signaling with clinical compounds, though pan-essentiality and CNS safety require stratified use."
41,1,PDGFRA,inhibit,high,"GBM-defining amplified/mutated RTK with excellent tumor specificity, selectivity, and full small-molecule tractability plus approved-drug precedent."
41,2,MET,inhibit,high,"Amplified/exon14-skipping RTK driver in GBM with top-tier selectivity and clinically validated inhibitors, though CNS penetration must be engineered."
41,3,CDK2,inhibit,high,Highly druggable kinase with strong dependency and RB1-loss synthetic lethality; selectivity/pan-essentiality risk is mitigated by emerging selective CDK2 inhibitors.
41,4,KIF2C,inhibit,medium,"Top composite with excellent tumor enrichment and therapeutic window and CDKN2A/B synthetic lethality, but as a kinesin it needs de novo inhibitor discovery."
41,5,KIF18A,inhibit,medium,"Very high dependency with strong tumor enrichment and window, and clinically validated as a druggable kinesin (KIF18A inhibitors in trials for chromosomally unstable tumors)."
41,6,CDK7,inhibit,medium,"Fully tractable transcriptional/cell-cycle kinase with PTEN synthetic lethality and clinical-stage covalent inhibitors, accepting narrow selectivity."
41,7,TEAD1,inhibit,medium,Hippo-pathway transcription factor with an established lipid-pocket palmitoylation site enabling autopalmitoylation inhibitors now in the clinic.
41,8,ITGB5,inhibit,medium,"Novel integrin with solid dependency, strong tumor enrichment and CDKN2B/NF1 synthetic lethality; antagonist chemistry is plausible for a cell-surface receptor."
